nuc,name,category_name,category_code,total
VSC,Supreme Court of Victoria. The Law Library of Victoria.,"Images, Maps & Artefacts",image,41
VSC,Supreme Court of Victoria. The Law Library of Victoria.,Magazines & Newsletters,magazine,2
VSC,Supreme Court of Victoria. The Law Library of Victoria.,"Music, Audio & Video",music,223
VSC,Supreme Court of Victoria. The Law Library of Victoria.,Research & Reports,research,7872
NSLSA,Surf Life Saving Australia.,Books & Libraries,book,2
NSLSA,Surf Life Saving Australia.,"Diaries, Letters & Archives",diary,0
NSLSA,Surf Life Saving Australia.,"Images, Maps & Artefacts",image,0
NSLSA,Surf Life Saving Australia.,Magazines & Newsletters,magazine,0
NSLSA,Surf Life Saving Australia.,"Music, Audio & Video",music,0
NSLSA,Surf Life Saving Australia.,Research & Reports,research,0
NSUT,Sutherland Hospital. Medical Library.,Books & Libraries,book,207
NSUT,Sutherland Hospital. Medical Library.,"Diaries, Letters & Archives",diary,0
NSUT,Sutherland Hospital. Medical Library.,"Images, Maps & Artefacts",image,0
NSUT,Sutherland Hospital. Medical Library.,Magazines & Newsletters,magazine,0
NSUT,Sutherland Hospital. Medical Library.,"Music, Audio & Video",music,15
NSUT,Sutherland Hospital. Medical Library.,Research & Reports,research,7
NSCL,Sutherland Shire Libraries.,Books & Libraries,book,99224
NSCL,Sutherland Shire Libraries.,"Diaries, Letters & Archives",diary,256
NSCL,Sutherland Shire Libraries.,"Images, Maps & Artefacts",image,138534
NSCL,Sutherland Shire Libraries.,Magazines & Newsletters,magazine,1
NSCL,Sutherland Shire Libraries.,"Music, Audio & Video",music,34635
NSCL,Sutherland Shire Libraries.,Research & Reports,research,2437
,Sutherland Shire Libraries. Bundeena Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Bundeena Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Bundeena Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Bundeena Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Bundeena Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Bundeena Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Caringbah Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Caringbah Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Caringbah Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Caringbah Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Caringbah Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Caringbah Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Cronulla Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Cronulla Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Cronulla Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Cronulla Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Cronulla Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Cronulla Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Engadine Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Engadine Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Engadine Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Engadine Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Engadine Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Engadine Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Menai Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Menai Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Menai Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Menai Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Menai Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Menai Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Miranda Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Miranda Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Miranda Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Miranda Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Miranda Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Miranda Library.,Research & Reports,research,0
,Sutherland Shire Libraries. Sylvania Library.,Books & Libraries,book,0
,Sutherland Shire Libraries. Sylvania Library.,"Diaries, Letters & Archives",diary,0
,Sutherland Shire Libraries. Sylvania Library.,"Images, Maps & Artefacts",image,0
,Sutherland Shire Libraries. Sylvania Library.,Magazines & Newsletters,magazine,0
,Sutherland Shire Libraries. Sylvania Library.,"Music, Audio & Video",music,0
,Sutherland Shire Libraries. Sylvania Library.,Research & Reports,research,0
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,Books & Libraries,book,55503
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,"Diaries, Letters & Archives",diary,216
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,"Images, Maps & Artefacts",image,248
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,Magazines & Newsletters,magazine,0
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,"Music, Audio & Video",music,19390
VSWN,Swan Hill Regional Library Service. Swan Hill Regional Library.,Research & Reports,research,770
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,Books & Libraries,book,0
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,"Diaries, Letters & Archives",diary,0
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,"Images, Maps & Artefacts",image,0
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,Magazines & Newsletters,magazine,0
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,"Music, Audio & Video",music,0
NBRM,Swan Hill Regional Library Service. Swan Hill Regional Library. Barham Branch Library.,Research & Reports,research,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,Books & Libraries,book,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,"Diaries, Letters & Archives",diary,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,"Images, Maps & Artefacts",image,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,Magazines & Newsletters,magazine,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,"Music, Audio & Video",music,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Mobile Library.,Research & Reports,research,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,Books & Libraries,book,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,"Diaries, Letters & Archives",diary,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,"Images, Maps & Artefacts",image,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,Magazines & Newsletters,magazine,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,"Music, Audio & Video",music,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Moulamein Library.,Research & Reports,research,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,Books & Libraries,book,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,"Diaries, Letters & Archives",diary,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,"Images, Maps & Artefacts",image,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,Magazines & Newsletters,magazine,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,"Music, Audio & Video",music,0
,Swan Hill Regional Library Service. Swan Hill Regional Library. Wakool Library.,Research & Reports,research,0
VSWI,SWIFT.,Books & Libraries,book,0
VSWI,SWIFT.,"Diaries, Letters & Archives",diary,0
VSWI,SWIFT.,"Images, Maps & Artefacts",image,0
VSWI,SWIFT.,Magazines & Newsletters,magazine,0
VSWI,SWIFT.,"Music, Audio & Video",music,0
VSWI,SWIFT.,Research & Reports,research,0
,Swinburne University of Technology.,Books & Libraries,book,0
,Swinburne University of Technology.,"Diaries, Letters & Archives",diary,0
,Swinburne University of Technology.,"Images, Maps & Artefacts",image,0
,Swinburne University of Technology.,Magazines & Newsletters,magazine,0
,Swinburne University of Technology.,"Music, Audio & Video",music,0
,Swinburne University of Technology.,Research & Reports,research,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,Books & Libraries,book,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,"Diaries, Letters & Archives",diary,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,"Images, Maps & Artefacts",image,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,Magazines & Newsletters,magazine,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,"Music, Audio & Video",music,0
VSWT:ANDS,Swinburne University of Technology. Research Data via ANDS.,Research & Reports,research,23
VSWT,Swinburne University of Technology. Swinburne Library.,Books & Libraries,book,25968
VSWT,Swinburne University of Technology. Swinburne Library.,"Diaries, Letters & Archives",diary,134
VSWT,Swinburne University of Technology. Swinburne Library.,"Images, Maps & Artefacts",image,118
VSWT,Swinburne University of Technology. Swinburne Library.,Magazines & Newsletters,magazine,0
VSWT,Swinburne University of Technology. Swinburne Library.,"Music, Audio & Video",music,2250
VSWT,Swinburne University of Technology. Swinburne Library.,Research & Reports,research,2191
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,Books & Libraries,book,0
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,"Diaries, Letters & Archives",diary,0
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,"Images, Maps & Artefacts",image,0
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,Magazines & Newsletters,magazine,0
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,"Music, Audio & Video",music,0
VSWT:CH,Swinburne University of Technology. Swinburne Library. Cosmos and History: The Journal of Natural and Social Philosophy.,Research & Reports,research,0
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,Books & Libraries,book,667
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,"Diaries, Letters & Archives",diary,14
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,"Images, Maps & Artefacts",image,5899
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,Magazines & Newsletters,magazine,0
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,"Music, Audio & Video",music,148
VSWT:DC,Swinburne University of Technology. Swinburne Library. Swinburne Commons.,Research & Reports,research,1
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,Books & Libraries,book,23331
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,"Diaries, Letters & Archives",diary,12
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,"Images, Maps & Artefacts",image,8
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,Magazines & Newsletters,magazine,0
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,"Music, Audio & Video",music,572
VSWT:IR,Swinburne University of Technology. Swinburne Library. Swinburne University: Institutional Repository.,Research & Reports,research,85438
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,Books & Libraries,book,0
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,"Diaries, Letters & Archives",diary,0
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,"Images, Maps & Artefacts",image,0
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,Magazines & Newsletters,magazine,0
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,"Music, Audio & Video",music,0
VSWT:RS,Swinburne University of Technology. Swinburne Research - ANDS Metadata Store.,Research & Reports,research,0
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,Books & Libraries,book,372
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,"Diaries, Letters & Archives",diary,0
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,"Images, Maps & Artefacts",image,0
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,Magazines & Newsletters,magazine,0
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,"Music, Audio & Video",music,1
NSH,Sydney Hospital & Sydney Eye Hospital. Winston Library.,Research & Reports,research,11
,Sydney Local Health District.,Books & Libraries,book,0
,Sydney Local Health District.,"Diaries, Letters & Archives",diary,0
,Sydney Local Health District.,"Images, Maps & Artefacts",image,0
,Sydney Local Health District.,Magazines & Newsletters,magazine,0
,Sydney Local Health District.,"Music, Audio & Video",music,0
,Sydney Local Health District.,Research & Reports,research,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,Books & Libraries,book,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,"Diaries, Letters & Archives",diary,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,"Images, Maps & Artefacts",image,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,Magazines & Newsletters,magazine,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,"Music, Audio & Video",music,0
NBHL,Sydney Local Health District. Balmain Hospital Library.,Research & Reports,research,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,Books & Libraries,book,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,"Diaries, Letters & Archives",diary,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,"Images, Maps & Artefacts",image,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,Magazines & Newsletters,magazine,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,"Music, Audio & Video",music,0
NCBY,Sydney Local Health District. Canterbury Hospital Medical Library.,Research & Reports,research,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,Books & Libraries,book,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,"Diaries, Letters & Archives",diary,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,"Images, Maps & Artefacts",image,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,Magazines & Newsletters,magazine,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,"Music, Audio & Video",music,0
,Sydney Local Health District. Central Sydney GP Network Ltd Library.,Research & Reports,research,0
NRGH,Sydney Local Health District. Geoff Marel Library.,Books & Libraries,book,7549
NRGH,Sydney Local Health District. Geoff Marel Library.,"Diaries, Letters & Archives",diary,5
NRGH,Sydney Local Health District. Geoff Marel Library.,"Images, Maps & Artefacts",image,13
NRGH,Sydney Local Health District. Geoff Marel Library.,Magazines & Newsletters,magazine,0
NRGH,Sydney Local Health District. Geoff Marel Library.,"Music, Audio & Video",music,221
NRGH,Sydney Local Health District. Geoff Marel Library.,Research & Reports,research,698
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,Books & Libraries,book,1315
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,"Diaries, Letters & Archives",diary,0
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,"Images, Maps & Artefacts",image,1
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,Magazines & Newsletters,magazine,0
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,"Music, Audio & Video",music,4
NAH,Sydney Local Health District. Royal Prince Alfred Hospital Susman Library.,Research & Reports,research,22
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,Books & Libraries,book,14860
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,"Diaries, Letters & Archives",diary,81
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,"Images, Maps & Artefacts",image,59
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,Magazines & Newsletters,magazine,1
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,"Music, Audio & Video",music,7227
NSMSA,Sydney Mechanics' School of Arts. Sydney Mechanics' School of Arts Library.,Research & Reports,research,205
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,Books & Libraries,book,0
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,"Diaries, Letters & Archives",diary,0
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,"Images, Maps & Artefacts",image,0
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,Magazines & Newsletters,magazine,0
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,"Music, Audio & Video",music,0
NSMB,Sydney Missionary and Bible College. J.T.H. Kerr Library.,Research & Reports,research,0
QTBL,Tablelands Regional Libraries.,Books & Libraries,book,30252
QTBL,Tablelands Regional Libraries.,"Diaries, Letters & Archives",diary,60
QTBL,Tablelands Regional Libraries.,"Images, Maps & Artefacts",image,136
QTBL,Tablelands Regional Libraries.,Magazines & Newsletters,magazine,0
QTBL,Tablelands Regional Libraries.,"Music, Audio & Video",music,18283
QTBL,Tablelands Regional Libraries.,Research & Reports,research,483
,Tablelands Regional Libraries. Atherton Library.,Books & Libraries,book,0
,Tablelands Regional Libraries. Atherton Library.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Atherton Library.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Atherton Library.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Atherton Library.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Atherton Library.,Research & Reports,research,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,Books & Libraries,book,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Herberton Library & Customer Service Centre.,Research & Reports,research,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,Books & Libraries,book,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Malanda Library & Customer Service Centre.,Research & Reports,research,0
,Tablelands Regional Libraries. Millaa Millaa Library.,Books & Libraries,book,0
,Tablelands Regional Libraries. Millaa Millaa Library.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Millaa Millaa Library.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Millaa Millaa Library.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Millaa Millaa Library.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Millaa Millaa Library.,Research & Reports,research,0
,Tablelands Regional Libraries. Mt Garnet Library.,Books & Libraries,book,0
,Tablelands Regional Libraries. Mt Garnet Library.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Mt Garnet Library.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Mt Garnet Library.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Mt Garnet Library.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Mt Garnet Library.,Research & Reports,research,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,Books & Libraries,book,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Ravenshoe Library & Customer Service Centre .,Research & Reports,research,0
,Tablelands Regional Libraries. Yungaburra Library.,Books & Libraries,book,0
,Tablelands Regional Libraries. Yungaburra Library.,"Diaries, Letters & Archives",diary,0
,Tablelands Regional Libraries. Yungaburra Library.,"Images, Maps & Artefacts",image,0
,Tablelands Regional Libraries. Yungaburra Library.,Magazines & Newsletters,magazine,0
,Tablelands Regional Libraries. Yungaburra Library.,"Music, Audio & Video",music,0
,Tablelands Regional Libraries. Yungaburra Library.,Research & Reports,research,0
STCL,Tabor Adelaide. Tabor College Library.,Books & Libraries,book,17406
STCL,Tabor Adelaide. Tabor College Library.,"Diaries, Letters & Archives",diary,129
STCL,Tabor Adelaide. Tabor College Library.,"Images, Maps & Artefacts",image,56
STCL,Tabor Adelaide. Tabor College Library.,Magazines & Newsletters,magazine,0
STCL,Tabor Adelaide. Tabor College Library.,"Music, Audio & Video",music,1903
STCL,Tabor Adelaide. Tabor College Library.,Research & Reports,research,540
,TAFE Gippsland.,Books & Libraries,book,0
,TAFE Gippsland.,"Diaries, Letters & Archives",diary,0
,TAFE Gippsland.,"Images, Maps & Artefacts",image,0
,TAFE Gippsland.,Magazines & Newsletters,magazine,0
,TAFE Gippsland.,"Music, Audio & Video",music,0
,TAFE Gippsland.,Research & Reports,research,0
VEGC,TAFE Gippsland.,Books & Libraries,book,12957
VEGC,TAFE Gippsland.,"Diaries, Letters & Archives",diary,128
VEGC,TAFE Gippsland.,"Images, Maps & Artefacts",image,123
VEGC,TAFE Gippsland.,Magazines & Newsletters,magazine,0
VEGC,TAFE Gippsland.,"Music, Audio & Video",music,2486
VEGC,TAFE Gippsland.,Research & Reports,research,1637
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,Books & Libraries,book,0
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,"Diaries, Letters & Archives",diary,0
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,"Images, Maps & Artefacts",image,0
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,Magazines & Newsletters,magazine,0
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,"Music, Audio & Video",music,0
VCGT,TAFE Gippsland. TAFE Gippsland: Yallourn Campus.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Belmont Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Cessnock Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Glendale Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Gosford Campus Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Hamilton Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,"Music, Audio & Video",music,0
,TAFE NSW - Hunter and Central Coast. Hunter Street Campus Library.,Research & Reports,research,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,Books & Libraries,book,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,"Diaries, Letters & Archives",diary,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,"Images, Maps & Artefacts",image,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,Magazines & Newsletters,magazine,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,"Music, Audio & Video",music,0
NKKF,TAFE NSW - Hunter and Central Coast. Kurri Kurri TAFE Campus Library.,Research & Reports,research,0
,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,Books & Libraries,book,0
,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,"Diaries, Letters & Archives",diary,0
,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,"Images, Maps & Artefacts",image,0
,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,Magazines & Newsletters,magazine,0
,TAFE NSW - Hunter and Central Coast. Maitland Campus Library.,"Music, Audio & Video",music,0
