nuc,name,category_name,category_code,total
,City of Bayswater. Gerry Leeuwangh Public Library.,Books & Libraries,book,0
,City of Bayswater. Gerry Leeuwangh Public Library.,"Diaries, Letters & Archives",diary,0
,City of Bayswater. Gerry Leeuwangh Public Library.,"Images, Maps & Artefacts",image,0
,City of Bayswater. Gerry Leeuwangh Public Library.,Magazines & Newsletters,magazine,0
,City of Bayswater. Gerry Leeuwangh Public Library.,"Music, Audio & Video",music,0
,City of Bayswater. Gerry Leeuwangh Public Library.,Research & Reports,research,0
WMAY,City of Bayswater. Maylands Library.,Books & Libraries,book,0
WMAY,City of Bayswater. Maylands Library.,"Diaries, Letters & Archives",diary,0
WMAY,City of Bayswater. Maylands Library.,"Images, Maps & Artefacts",image,0
WMAY,City of Bayswater. Maylands Library.,Magazines & Newsletters,magazine,0
WMAY,City of Bayswater. Maylands Library.,"Music, Audio & Video",music,0
WMAY,City of Bayswater. Maylands Library.,Research & Reports,research,0
WMOR,City of Bayswater. Morley Public Library.,Books & Libraries,book,0
WMOR,City of Bayswater. Morley Public Library.,"Diaries, Letters & Archives",diary,0
WMOR,City of Bayswater. Morley Public Library.,"Images, Maps & Artefacts",image,0
WMOR,City of Bayswater. Morley Public Library.,Magazines & Newsletters,magazine,0
WMOR,City of Bayswater. Morley Public Library.,"Music, Audio & Video",music,0
WMOR,City of Bayswater. Morley Public Library.,Research & Reports,research,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,Books & Libraries,book,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,"Diaries, Letters & Archives",diary,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,"Images, Maps & Artefacts",image,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,Magazines & Newsletters,magazine,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,"Music, Audio & Video",music,0
WBEL,City of Belmont. Ruth Faulkner Public Library.,Research & Reports,research,0
VBOR,City of Boroondara Library Service.,Books & Libraries,book,299290
VBOR,City of Boroondara Library Service.,"Diaries, Letters & Archives",diary,1513
VBOR,City of Boroondara Library Service.,"Images, Maps & Artefacts",image,12880
VBOR,City of Boroondara Library Service.,Magazines & Newsletters,magazine,0
VBOR,City of Boroondara Library Service.,"Music, Audio & Video",music,85256
VBOR,City of Boroondara Library Service.,Research & Reports,research,6877
,City of Boroondara Library Service. Ashburton Library.,Books & Libraries,book,0
,City of Boroondara Library Service. Ashburton Library.,"Diaries, Letters & Archives",diary,0
,City of Boroondara Library Service. Ashburton Library.,"Images, Maps & Artefacts",image,0
,City of Boroondara Library Service. Ashburton Library.,Magazines & Newsletters,magazine,0
,City of Boroondara Library Service. Ashburton Library.,"Music, Audio & Video",music,0
,City of Boroondara Library Service. Ashburton Library.,Research & Reports,research,0
,City of Boroondara Library Service. Balwyn Library.,Books & Libraries,book,0
,City of Boroondara Library Service. Balwyn Library.,"Diaries, Letters & Archives",diary,0
,City of Boroondara Library Service. Balwyn Library.,"Images, Maps & Artefacts",image,0
,City of Boroondara Library Service. Balwyn Library.,Magazines & Newsletters,magazine,0
,City of Boroondara Library Service. Balwyn Library.,"Music, Audio & Video",music,0
,City of Boroondara Library Service. Balwyn Library.,Research & Reports,research,0
,City of Boroondara Library Service. Camberwell Library.,Books & Libraries,book,0
,City of Boroondara Library Service. Camberwell Library.,"Diaries, Letters & Archives",diary,0
,City of Boroondara Library Service. Camberwell Library.,"Images, Maps & Artefacts",image,0
,City of Boroondara Library Service. Camberwell Library.,Magazines & Newsletters,magazine,0
,City of Boroondara Library Service. Camberwell Library.,"Music, Audio & Video",music,0
,City of Boroondara Library Service. Camberwell Library.,Research & Reports,research,0
,City of Boroondara Library Service. Hawthorn Library.,Books & Libraries,book,0
,City of Boroondara Library Service. Hawthorn Library.,"Diaries, Letters & Archives",diary,0
,City of Boroondara Library Service. Hawthorn Library.,"Images, Maps & Artefacts",image,0
,City of Boroondara Library Service. Hawthorn Library.,Magazines & Newsletters,magazine,0
,City of Boroondara Library Service. Hawthorn Library.,"Music, Audio & Video",music,0
,City of Boroondara Library Service. Hawthorn Library.,Research & Reports,research,0
,City of Boroondara Library Service. Kew Library.,Books & Libraries,book,0
,City of Boroondara Library Service. Kew Library.,"Diaries, Letters & Archives",diary,0
,City of Boroondara Library Service. Kew Library.,"Images, Maps & Artefacts",image,0
,City of Boroondara Library Service. Kew Library.,Magazines & Newsletters,magazine,0
,City of Boroondara Library Service. Kew Library.,"Music, Audio & Video",music,0
,City of Boroondara Library Service. Kew Library.,Research & Reports,research,0
,City of Bunbury Libraries.,Books & Libraries,book,0
,City of Bunbury Libraries.,"Diaries, Letters & Archives",diary,0
,City of Bunbury Libraries.,"Images, Maps & Artefacts",image,0
,City of Bunbury Libraries.,Magazines & Newsletters,magazine,0
,City of Bunbury Libraries.,"Music, Audio & Video",music,0
,City of Bunbury Libraries.,Research & Reports,research,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,Books & Libraries,book,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,"Diaries, Letters & Archives",diary,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,"Images, Maps & Artefacts",image,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,Magazines & Newsletters,magazine,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,"Music, Audio & Video",music,0
WBUN,City of Bunbury Libraries. Bunbury Public Library.,Research & Reports,research,0
WWRS,City of Bunbury Libraries. Withers Public Library.,Books & Libraries,book,0
WWRS,City of Bunbury Libraries. Withers Public Library.,"Diaries, Letters & Archives",diary,0
WWRS,City of Bunbury Libraries. Withers Public Library.,"Images, Maps & Artefacts",image,0
WWRS,City of Bunbury Libraries. Withers Public Library.,Magazines & Newsletters,magazine,0
WWRS,City of Bunbury Libraries. Withers Public Library.,"Music, Audio & Video",music,0
WWRS,City of Bunbury Libraries. Withers Public Library.,Research & Reports,research,0
SBRN,City of Burnside. Burnside Library.,Books & Libraries,book,76185
SBRN,City of Burnside. Burnside Library.,"Diaries, Letters & Archives",diary,163
SBRN,City of Burnside. Burnside Library.,"Images, Maps & Artefacts",image,385
SBRN,City of Burnside. Burnside Library.,Magazines & Newsletters,magazine,0
SBRN,City of Burnside. Burnside Library.,"Music, Audio & Video",music,32287
SBRN,City of Burnside. Burnside Library.,Research & Reports,research,1095
,City of Busselton Libraries.,Books & Libraries,book,0
,City of Busselton Libraries.,"Diaries, Letters & Archives",diary,0
,City of Busselton Libraries.,"Images, Maps & Artefacts",image,0
,City of Busselton Libraries.,Magazines & Newsletters,magazine,0
,City of Busselton Libraries.,"Music, Audio & Video",music,0
,City of Busselton Libraries.,Research & Reports,research,0
WBUS,City of Busselton Libraries. Busselton Public Library.,Books & Libraries,book,0
WBUS,City of Busselton Libraries. Busselton Public Library.,"Diaries, Letters & Archives",diary,0
WBUS,City of Busselton Libraries. Busselton Public Library.,"Images, Maps & Artefacts",image,0
WBUS,City of Busselton Libraries. Busselton Public Library.,Magazines & Newsletters,magazine,0
WBUS,City of Busselton Libraries. Busselton Public Library.,"Music, Audio & Video",music,0
WBUS,City of Busselton Libraries. Busselton Public Library.,Research & Reports,research,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,Books & Libraries,book,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,"Diaries, Letters & Archives",diary,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,"Images, Maps & Artefacts",image,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,Magazines & Newsletters,magazine,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,"Music, Audio & Video",music,0
WDNS,City of Busselton Libraries. Dunsborough Public Library.,Research & Reports,research,0
NCCB,City of Canada Bay. City of Canada Bay Library Service.,Books & Libraries,book,93780
NCCB,City of Canada Bay. City of Canada Bay Library Service.,"Diaries, Letters & Archives",diary,416
NCCB,City of Canada Bay. City of Canada Bay Library Service.,"Images, Maps & Artefacts",image,11116
NCCB,City of Canada Bay. City of Canada Bay Library Service.,Magazines & Newsletters,magazine,1
NCCB,City of Canada Bay. City of Canada Bay Library Service.,"Music, Audio & Video",music,39997
NCCB,City of Canada Bay. City of Canada Bay Library Service.,Research & Reports,research,1370
,City of Canning Libraries.,Books & Libraries,book,0
,City of Canning Libraries.,"Diaries, Letters & Archives",diary,0
,City of Canning Libraries.,"Images, Maps & Artefacts",image,0
,City of Canning Libraries.,Magazines & Newsletters,magazine,0
,City of Canning Libraries.,"Music, Audio & Video",music,0
,City of Canning Libraries.,Research & Reports,research,0
WBEN,City of Canning Libraries. Bentley Library.,Books & Libraries,book,0
WBEN,City of Canning Libraries. Bentley Library.,"Diaries, Letters & Archives",diary,0
WBEN,City of Canning Libraries. Bentley Library.,"Images, Maps & Artefacts",image,0
WBEN,City of Canning Libraries. Bentley Library.,Magazines & Newsletters,magazine,0
WBEN,City of Canning Libraries. Bentley Library.,"Music, Audio & Video",music,0
WBEN,City of Canning Libraries. Bentley Library.,Research & Reports,research,0
WQUP,City of Canning Libraries. Cannington Public Library.,Books & Libraries,book,0
WQUP,City of Canning Libraries. Cannington Public Library.,"Diaries, Letters & Archives",diary,0
WQUP,City of Canning Libraries. Cannington Public Library.,"Images, Maps & Artefacts",image,0
WQUP,City of Canning Libraries. Cannington Public Library.,Magazines & Newsletters,magazine,0
WQUP,City of Canning Libraries. Cannington Public Library.,"Music, Audio & Video",music,0
WQUP,City of Canning Libraries. Cannington Public Library.,Research & Reports,research,0
WRIV,City of Canning Libraries. Riverton Library.,Books & Libraries,book,0
WRIV,City of Canning Libraries. Riverton Library.,"Diaries, Letters & Archives",diary,0
WRIV,City of Canning Libraries. Riverton Library.,"Images, Maps & Artefacts",image,0
WRIV,City of Canning Libraries. Riverton Library.,Magazines & Newsletters,magazine,0
WRIV,City of Canning Libraries. Riverton Library.,"Music, Audio & Video",music,0
WRIV,City of Canning Libraries. Riverton Library.,Research & Reports,research,0
WWTN,City of Canning Libraries. Willetton Library.,Books & Libraries,book,0
WWTN,City of Canning Libraries. Willetton Library.,"Diaries, Letters & Archives",diary,0
WWTN,City of Canning Libraries. Willetton Library.,"Images, Maps & Artefacts",image,0
WWTN,City of Canning Libraries. Willetton Library.,Magazines & Newsletters,magazine,0
WWTN,City of Canning Libraries. Willetton Library.,"Music, Audio & Video",music,0
WWTN,City of Canning Libraries. Willetton Library.,Research & Reports,research,0
,City of Cockburn.,Books & Libraries,book,0
,City of Cockburn.,"Diaries, Letters & Archives",diary,0
,City of Cockburn.,"Images, Maps & Artefacts",image,0
,City of Cockburn.,Magazines & Newsletters,magazine,0
,City of Cockburn.,"Music, Audio & Video",music,0
,City of Cockburn.,Research & Reports,research,0
WCA,City of Cockburn. Cockburn Administration.,Books & Libraries,book,0
WCA,City of Cockburn. Cockburn Administration.,"Diaries, Letters & Archives",diary,0
WCA,City of Cockburn. Cockburn Administration.,"Images, Maps & Artefacts",image,0
WCA,City of Cockburn. Cockburn Administration.,Magazines & Newsletters,magazine,0
WCA,City of Cockburn. Cockburn Administration.,"Music, Audio & Video",music,0
WCA,City of Cockburn. Cockburn Administration.,Research & Reports,research,0
WCPL,City of Cockburn. Coolbellup Public Library.,Books & Libraries,book,0
WCPL,City of Cockburn. Coolbellup Public Library.,"Diaries, Letters & Archives",diary,0
WCPL,City of Cockburn. Coolbellup Public Library.,"Images, Maps & Artefacts",image,0
WCPL,City of Cockburn. Coolbellup Public Library.,Magazines & Newsletters,magazine,0
WCPL,City of Cockburn. Coolbellup Public Library.,"Music, Audio & Video",music,0
WCPL,City of Cockburn. Coolbellup Public Library.,Research & Reports,research,0
WSPE,City of Cockburn. Spearwood Public Library.,Books & Libraries,book,0
WSPE,City of Cockburn. Spearwood Public Library.,"Diaries, Letters & Archives",diary,0
WSPE,City of Cockburn. Spearwood Public Library.,"Images, Maps & Artefacts",image,0
WSPE,City of Cockburn. Spearwood Public Library.,Magazines & Newsletters,magazine,0
WSPE,City of Cockburn. Spearwood Public Library.,"Music, Audio & Video",music,0
WSPE,City of Cockburn. Spearwood Public Library.,Research & Reports,research,0
WSPL,City of Cockburn. Success Public Library.,Books & Libraries,book,0
WSPL,City of Cockburn. Success Public Library.,"Diaries, Letters & Archives",diary,0
WSPL,City of Cockburn. Success Public Library.,"Images, Maps & Artefacts",image,0
WSPL,City of Cockburn. Success Public Library.,Magazines & Newsletters,magazine,0
WSPL,City of Cockburn. Success Public Library.,"Music, Audio & Video",music,0
WSPL,City of Cockburn. Success Public Library.,Research & Reports,research,0
XDAR,City of Darwin. City of Darwin Libraries.,Books & Libraries,book,125380
XDAR,City of Darwin. City of Darwin Libraries.,"Diaries, Letters & Archives",diary,208
XDAR,City of Darwin. City of Darwin Libraries.,"Images, Maps & Artefacts",image,486
XDAR,City of Darwin. City of Darwin Libraries.,Magazines & Newsletters,magazine,0
XDAR,City of Darwin. City of Darwin Libraries.,"Music, Audio & Video",music,33711
XDAR,City of Darwin. City of Darwin Libraries.,Research & Reports,research,2266
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,Books & Libraries,book,40489
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,"Diaries, Letters & Archives",diary,100
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,"Images, Maps & Artefacts",image,323
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,Magazines & Newsletters,magazine,0
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,"Music, Audio & Video",music,17657
XDAR:CA,City of Darwin. City of Darwin Libraries. Casuarina Library.,Research & Reports,research,644
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,Books & Libraries,book,17867
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,"Diaries, Letters & Archives",diary,38
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,"Images, Maps & Artefacts",image,108
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,Magazines & Newsletters,magazine,0
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,"Music, Audio & Video",music,9508
XDAR:C,City of Darwin. City of Darwin Libraries. City Library.,Research & Reports,research,354
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,Books & Libraries,book,10427
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,"Diaries, Letters & Archives",diary,19
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,"Images, Maps & Artefacts",image,78
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,Magazines & Newsletters,magazine,0
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,"Music, Audio & Video",music,7007
XDAR:K,City of Darwin. City of Darwin Libraries. Karama Library.,Research & Reports,research,175
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,Books & Libraries,book,10748
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,"Diaries, Letters & Archives",diary,28
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,"Images, Maps & Artefacts",image,54
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,Magazines & Newsletters,magazine,0
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,"Music, Audio & Video",music,5342
XDAR:N,City of Darwin. City of Darwin Libraries. Nightcliff Library.,Research & Reports,research,173
WFAC,City of Fremantle. Art Collection.,Books & Libraries,book,9
WFAC,City of Fremantle. Art Collection.,"Diaries, Letters & Archives",diary,0
WFAC,City of Fremantle. Art Collection.,"Images, Maps & Artefacts",image,1567
WFAC,City of Fremantle. Art Collection.,Magazines & Newsletters,magazine,0
WFAC,City of Fremantle. Art Collection.,"Music, Audio & Video",music,0
WFAC,City of Fremantle. Art Collection.,Research & Reports,research,0
WFRE,City of Fremantle: Fremantle Library.,Books & Libraries,book,0
WFRE,City of Fremantle: Fremantle Library.,"Diaries, Letters & Archives",diary,0
WFRE,City of Fremantle: Fremantle Library.,"Images, Maps & Artefacts",image,6082
WFRE,City of Fremantle: Fremantle Library.,Magazines & Newsletters,magazine,0
WFRE,City of Fremantle: Fremantle Library.,"Music, Audio & Video",music,0
WFRE,City of Fremantle: Fremantle Library.,Research & Reports,research,0
QGCCL,City of Gold Coast Libraries.,Books & Libraries,book,144446
QGCCL,City of Gold Coast Libraries.,"Diaries, Letters & Archives",diary,275
QGCCL,City of Gold Coast Libraries.,"Images, Maps & Artefacts",image,1578
QGCCL,City of Gold Coast Libraries.,Magazines & Newsletters,magazine,0
QGCCL,City of Gold Coast Libraries.,"Music, Audio & Video",music,63899
QGCCL,City of Gold Coast Libraries.,Research & Reports,research,1960
,City of Gold Coast Libraries. Broadbeach Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Broadbeach Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Broadbeach Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Broadbeach Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Broadbeach Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Broadbeach Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Burleigh Heads Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Burleigh Heads Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Burleigh Heads Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Burleigh Heads Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Burleigh Heads Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Burleigh Heads Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Burleigh Waters Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Burleigh Waters Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Burleigh Waters Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Burleigh Waters Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Burleigh Waters Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Burleigh Waters Library.,Research & Reports,research,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. City of Gold Coast Corporate Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Coolangatta Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Coolangatta Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Coolangatta Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Coolangatta Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Coolangatta Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Coolangatta Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Elanora Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Elanora Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Elanora Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Elanora Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Elanora Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Elanora Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Helensvale Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Helensvale Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Helensvale Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Helensvale Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Helensvale Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Helensvale Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Local Studies Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Local Studies Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Local Studies Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Local Studies Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Local Studies Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Local Studies Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Mobile Library Service.,Books & Libraries,book,0
,City of Gold Coast Libraries. Mobile Library Service.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Mobile Library Service.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Mobile Library Service.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Mobile Library Service.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Mobile Library Service.,Research & Reports,research,0
,City of Gold Coast Libraries. Mudgeeraba Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Mudgeeraba Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Mudgeeraba Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Mudgeeraba Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Mudgeeraba Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Mudgeeraba Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Nerang Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Nerang Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Nerang Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Nerang Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Nerang Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Nerang Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Palm Beach Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Palm Beach Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Palm Beach Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Palm Beach Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Palm Beach Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Palm Beach Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Robina Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Robina Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Robina Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Robina Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Robina Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Robina Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Runaway Bay Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Runaway Bay Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Runaway Bay Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Runaway Bay Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Runaway Bay Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Runaway Bay Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Southport Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Southport Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Southport Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Southport Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Southport Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Southport Library.,Research & Reports,research,0
,City of Gold Coast Libraries. Upper Coomera Library.,Books & Libraries,book,0
,City of Gold Coast Libraries. Upper Coomera Library.,"Diaries, Letters & Archives",diary,0
,City of Gold Coast Libraries. Upper Coomera Library.,"Images, Maps & Artefacts",image,0
,City of Gold Coast Libraries. Upper Coomera Library.,Magazines & Newsletters,magazine,0
,City of Gold Coast Libraries. Upper Coomera Library.,"Music, Audio & Video",music,0
,City of Gold Coast Libraries. Upper Coomera Library.,Research & Reports,research,0
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,Books & Libraries,book,73739
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,"Diaries, Letters & Archives",diary,157
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,"Images, Maps & Artefacts",image,286
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,Magazines & Newsletters,magazine,0
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,"Music, Audio & Video",music,24784
VDGV,City of Greater Dandenong Libraries. Dandenong Library.,Research & Reports,research,802
WGER,City of Greater Geraldton Regional Library.,Books & Libraries,book,1
WGER,City of Greater Geraldton Regional Library.,"Diaries, Letters & Archives",diary,0
WGER,City of Greater Geraldton Regional Library.,"Images, Maps & Artefacts",image,18
WGER,City of Greater Geraldton Regional Library.,Magazines & Newsletters,magazine,0
WGER,City of Greater Geraldton Regional Library.,"Music, Audio & Video",music,0
WGER,City of Greater Geraldton Regional Library.,Research & Reports,research,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,Books & Libraries,book,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,"Diaries, Letters & Archives",diary,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,"Images, Maps & Artefacts",image,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,Magazines & Newsletters,magazine,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,"Music, Audio & Video",music,0
WGER:LH,City of Greater Geraldton Regional Library. Local History Collection.,Research & Reports,research,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,Books & Libraries,book,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,"Diaries, Letters & Archives",diary,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,"Images, Maps & Artefacts",image,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,Magazines & Newsletters,magazine,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,"Music, Audio & Video",music,0
WMUL,City of Greater Geraldton Regional Library. Mullewa Public Library.,Research & Reports,research,0
SHBL,City of Holdfast Bay. Brighton Public Library .,Books & Libraries,book,47080
SHBL,City of Holdfast Bay. Brighton Public Library .,"Diaries, Letters & Archives",diary,84
SHBL,City of Holdfast Bay. Brighton Public Library .,"Images, Maps & Artefacts",image,145
SHBL,City of Holdfast Bay. Brighton Public Library .,Magazines & Newsletters,magazine,0
SHBL,City of Holdfast Bay. Brighton Public Library .,"Music, Audio & Video",music,29271
SHBL,City of Holdfast Bay. Brighton Public Library .,Research & Reports,research,435
,City of Joondalup Libraries.,Books & Libraries,book,0
,City of Joondalup Libraries.,"Diaries, Letters & Archives",diary,0
,City of Joondalup Libraries.,"Images, Maps & Artefacts",image,0
,City of Joondalup Libraries.,Magazines & Newsletters,magazine,0
,City of Joondalup Libraries.,"Music, Audio & Video",music,0
,City of Joondalup Libraries.,Research & Reports,research,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,Books & Libraries,book,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,"Diaries, Letters & Archives",diary,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,"Images, Maps & Artefacts",image,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,Magazines & Newsletters,magazine,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,"Music, Audio & Video",music,0
WDUN,City of Joondalup Libraries. Duncraig Public Library.,Research & Reports,research,0
WJLS,City of Joondalup Libraries. Joondalup Public Library.,Books & Libraries,book,1753
WJLS,City of Joondalup Libraries. Joondalup Public Library.,"Diaries, Letters & Archives",diary,23
