nuc,name,category_name,category_code,format,total
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Book,492
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Book/Illustrated,4
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Government publication,2
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Article,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Article/Other article,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,Periodical,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Books & Libraries,book,"Periodical/Journal, magazine, other",1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Diaries, Letters & Archives",diary,Unpublished,20
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Diaries, Letters & Archives",diary,Published,2
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Images, Maps & Artefacts",image,Object,825
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Images, Maps & Artefacts",image,Photograph,281
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Images, Maps & Artefacts",image,Art work,4
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,"Images, Maps & Artefacts",image,Government publication,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Government publication,3
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Book,2
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Book/Illustrated,2
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Article,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Article/Report,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,Periodical,1
VPWLH,4th/19th Prince of Wales'  Light Horse Regiment Unit. History Room.,Research & Reports,research,"Periodical/Journal, magazine, other",1
NBAL,Abbotsleigh. Betty Archdale Library.,Books & Libraries,book,Book,1
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Book,5653
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Book/Braille,33
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Book/Illustrated,2668
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Book/Large print,141
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Government publication,1259
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article,1106
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Book chapter,16
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Conference paper,3
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Journal or magazine article,54
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Other article,74
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Report,581
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Review,1
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Article/Working paper,78
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Periodical,390
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",390
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Periodical/Newspaper,2
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Audio book,234
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Conference Proceedings,139
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Archived website,103
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Microform,54
ACT,ACT Legislative Assembly Library.,Books & Libraries,book,Thesis,11
ACT,ACT Legislative Assembly Library.,"Diaries, Letters & Archives",diary,Unpublished,15
ACT,ACT Legislative Assembly Library.,"Diaries, Letters & Archives",diary,Government publication,8
ACT,ACT Legislative Assembly Library.,"Diaries, Letters & Archives",diary,Published,5
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Government publication,21
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Map,20
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Map/Atlas,14
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Map/Electronic,2
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Map/Map series,1
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Map/Single map,4
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Object,6
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",5
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Microform,2
ACT,ACT Legislative Assembly Library.,"Images, Maps & Artefacts",image,Photograph,2
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,Article,5
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,Article/Journal or magazine article,5
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,Article/Report,2
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,Government publication,4
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,Periodical,1
ACT,ACT Legislative Assembly Library.,Magazines & Newsletters,magazine,"Periodical/Journal, magazine, other",1
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Audio book,234
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Government publication,21
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Video,13
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Video/Captioned,1
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Sound,4
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Sound/Other sound,3
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Sound/Recorded music,2
ACT,ACT Legislative Assembly Library.,"Music, Audio & Video",music,Printed music,3
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Government publication,9908
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Book,7343
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Book/Braille,3
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Book/Illustrated,2556
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Book/Large print,8
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article,2644
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Book chapter,15
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Conference paper,3
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Journal or magazine article,21
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Other article,47
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Report,1808
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Review,1
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Article/Working paper,53
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Periodical,558
ACT,ACT Legislative Assembly Library.,Research & Reports,research,"Periodical/Journal, magazine, other",558
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Conference Proceedings,105
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Microform,47
ACT,ACT Legislative Assembly Library.,Research & Reports,research,Thesis,24
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Book,71089
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Book/Braille,1602
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Book/Illustrated,42611
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Book/Large print,12531
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Audio book,24710
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Government publication,393
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Conference Proceedings,297
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Microform,202
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article,147
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Book chapter,17
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Conference paper,1
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Journal or magazine article,30
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Other article,33
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Report,41
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Review,23
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Article/Working paper,4
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Periodical,47
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",46
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Periodical/Newspaper,1
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Thesis,30
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Books & Libraries,book,Archived website,4
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Diaries, Letters & Archives",diary,Published,47
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Diaries, Letters & Archives",diary,Unpublished,44
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Diaries, Letters & Archives",diary,Government publication,6
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Photograph,5886
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Map,123
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Map/Atlas,56
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Map/Single map,18
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",49
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Object,15
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Government publication,14
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Microform,4
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Images, Maps & Artefacts",image,Art work,2
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Audio book,24710
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Video,7009
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Video/Captioned,4480
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Sound,1658
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,"Sound/Interview, lecture, talk",4
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Sound/Other sound,738
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Sound/Recorded music,1235
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Government publication,218
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Microform,152
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,"Music, Audio & Video",music,Printed music,20
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Book,594
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Book/Braille,102
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Book/Illustrated,493
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Book/Large print,161
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Government publication,526
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article,49
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Book chapter,7
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Conference paper,1
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Journal or magazine article,1
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Other article,22
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Report,8
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Review,12
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Article/Working paper,2
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Thesis,33
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Microform,26
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Periodical,8
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,"Periodical/Journal, magazine, other",7
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Periodical/Newspaper,1
SACC,Adelaide City Libraries. Adelaide City Libraries - City Library.,Research & Reports,research,Conference Proceedings,3
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Book,51858
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Book/Braille,1846
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Book/Illustrated,34480
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Book/Large print,11542
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Audio book,19778
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Government publication,344
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Conference Proceedings,272
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Microform,175
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article,153
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Book chapter,27
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Journal or magazine article,27
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Other article,36
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Report,41
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Review,18
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Article/Working paper,2
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Periodical,29
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",28
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Periodical/Newspaper,1
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Thesis,27
SAH,Adelaide Hills Library Service. Stirling Library.,Books & Libraries,book,Archived website,6
SAH,Adelaide Hills Library Service. Stirling Library.,"Diaries, Letters & Archives",diary,Published,46
SAH,Adelaide Hills Library Service. Stirling Library.,"Diaries, Letters & Archives",diary,Unpublished,40
SAH,Adelaide Hills Library Service. Stirling Library.,"Diaries, Letters & Archives",diary,Government publication,6
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Map,112
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Map/Atlas,50
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Map/Electronic,1
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Map/Single map,16
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",63
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Photograph,29
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Object,14
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Government publication,13
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Art work,7
SAH,Adelaide Hills Library Service. Stirling Library.,"Images, Maps & Artefacts",image,Microform,2
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Audio book,19778
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Video,6697
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Video/Captioned,4692
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Sound,2267
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,"Sound/Interview, lecture, talk",3
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Sound/Other sound,803
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Sound/Recorded music,1983
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Government publication,222
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Microform,134
SAH,Adelaide Hills Library Service. Stirling Library.,"Music, Audio & Video",music,Printed music,67
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Book,479
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Book/Braille,97
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Book/Illustrated,409
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Book/Large print,145
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Government publication,467
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article,45
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article/Book chapter,5
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article/Journal or magazine article,2
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article/Other article,22
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article/Report,6
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Article/Review,11
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Thesis,28
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Microform,21
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Conference Proceedings,6
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Periodical,6
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,"Periodical/Journal, magazine, other",5
SAH,Adelaide Hills Library Service. Stirling Library.,Research & Reports,research,Periodical/Newspaper,1
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Book,12707
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Book/Braille,429
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Book/Illustrated,7975
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Book/Large print,3808
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Audio book,5383
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Conference Proceedings,113
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Government publication,79
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Microform,37
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Article,21
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Article/Book chapter,8
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Article/Journal or magazine article,3
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Article/Other article,7
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Article/Report,3
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Periodical,6
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",6
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Archived website,3
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Books & Libraries,book,Thesis,2
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Diaries, Letters & Archives",diary,Published,14
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Diaries, Letters & Archives",diary,Unpublished,9
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Diaries, Letters & Archives",diary,Government publication,2
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Map,22
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Map/Atlas,9
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Map/Single map,4
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,"Poster, chart, other",17
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Photograph,7
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Object,4
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Images, Maps & Artefacts",image,Government publication,2
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Audio book,5383
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Video,1755
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Video/Captioned,1343
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Sound,211
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Sound/Other sound,118
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Sound/Recorded music,125
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Government publication,39
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Microform,32
STWL,Adelaide Plains Library Service. Two Wells Public Library.,"Music, Audio & Video",music,Printed music,3
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Book,114
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Book/Braille,19
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Book/Illustrated,95
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Book/Large print,34
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Government publication,106
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Article,9
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Article/Book chapter,2
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Article/Other article,7
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Article/Report,1
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Microform,5
STWL,Adelaide Plains Library Service. Two Wells Public Library.,Research & Reports,research,Thesis,3
WAHS,Albany Historical Society Inc..,Books & Libraries,book,Book,1266
WAHS,Albany Historical Society Inc..,Books & Libraries,book,Article,83
WAHS,Albany Historical Society Inc..,Books & Libraries,book,Article/Other article,83
WAHS,Albany Historical Society Inc..,"Images, Maps & Artefacts",image,Photograph,178
WAHS,Albany Historical Society Inc..,"Images, Maps & Artefacts",image,Object,58
WAHS,Albany Historical Society Inc..,"Images, Maps & Artefacts",image,"Poster, chart, other",2
WAHS,Albany Historical Society Inc..,"Images, Maps & Artefacts",image,Art work,1
WAHS,Albany Historical Society Inc..,"Music, Audio & Video",music,Sound,3
WAHS,Albany Historical Society Inc..,"Music, Audio & Video",music,Sound/Other sound,3
WAPY,Albany Public Library.,Books & Libraries,book,Periodical,1
WAPY,Albany Public Library.,Books & Libraries,book,"Periodical/Journal, magazine, other",1
VAPRC,Albert Park-South Melbourne Rowing Club.,"Diaries, Letters & Archives",diary,Unpublished,2
VAPRC,Albert Park-South Melbourne Rowing Club.,"Diaries, Letters & Archives",diary,Published,1
VAPRC,Albert Park-South Melbourne Rowing Club.,"Images, Maps & Artefacts",image,Photograph,8
VAPRC,Albert Park-South Melbourne Rowing Club.,"Images, Maps & Artefacts",image,Object,5
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Book,15348
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Book/Braille,186
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Book/Illustrated,12587
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Book/Large print,1195
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Audio book,2091
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Government publication,423
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article,165
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Book chapter,1
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Journal or magazine article,17
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Other article,58
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Report,72
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Review,4
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Article/Working paper,10
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Microform,94
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Conference Proceedings,36
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Periodical,24
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,"Periodical/Journal, magazine, other",23
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Periodical/Newspaper,1
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Thesis,10
NALB,AlburyCity libraries. Albury LibraryMuseum.,Books & Libraries,book,Archived website,7
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Diaries, Letters & Archives",diary,Unpublished,156
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Diaries, Letters & Archives",diary,Government publication,22
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Diaries, Letters & Archives",diary,Published,7
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Images, Maps & Artefacts",image,Map,126
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Images, Maps & Artefacts",image,Map/Atlas,48
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Images, Maps & Artefacts",image,Map/Single map,10
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Images, Maps & Artefacts",image,Photograph,29
NALB,AlburyCity libraries. Albury LibraryMuseum.,"Images, Maps & Artefacts",image,Object,27
